Disease	MyCancerGenome Gene category	genes	Entrez gene name	Gene ID	Drug name	pubchem drug name	pubchem drug id	Other drug names	clinical trial ID	indication of drug-gene interaction	Interaction type
Ovarian cancer	PIK3CA	PARP2	PARP2	10038	ABT-767	N/A	N/A	N/A	NCT01339650	Purpose: ABT-767 is a potent oral inhibitor of the enzymes poly (ADP-ribose) polymerase 1 and 2 (PARP-1 and PARP-2). %Exclusion criteria: Subject has previously received a poly (ADP-ribose) polymerase (PARP) inhibitor.	inhibitor
Ovarian cancer	PIK3CA	MEK	MAP2k1	5604	 PD-0325901	PD 0325901	9826528	N/A	NCT01347866	Purpose: PD-0325901 (oral MEK inhibitor)	inhibitor
Ovarian cancer	PIK3CA	MEK	MAP2k2	5605	 PD-0325901	PD 0325901	9826528	N/A	NCT01347866	Purpose: PD-0325901 (oral MEK inhibitor)	inhibitor
Ovarian cancer	PIK3CA	MEK	MAP2K3	5606	 PD-0325901	PD 0325901	9826528	N/A	NCT01347866	Purpose: PD-0325901 (oral MEK inhibitor)	inhibitor
Ovarian cancer	PIK3CA	MEK	MAP2K4	6416	 PD-0325901	PD 0325901	9826528	N/A	NCT01347866	Purpose: PD-0325901 (oral MEK inhibitor)	inhibitor
Ovarian cancer	PIK3CA	MEK	MAP2K5	5607	 PD-0325901	PD 0325901	9826528	N/A	NCT01347866	Purpose: PD-0325901 (oral MEK inhibitor)	inhibitor
Ovarian cancer	PIK3CA	MEK	MAP2k6	5608	 PD-0325901	PD 0325901	9826528	N/A	NCT01347866	Purpose: PD-0325901 (oral MEK inhibitor)	inhibitor
Ovarian cancer	PIK3CA	MEK	MAP2k7	5609	 PD-0325901	PD 0325901	9826528	N/A	NCT01347866	Purpose: PD-0325901 (oral MEK inhibitor)	inhibitor
Ovarian cancer	PIK3CA	mTOR	mTOR	2475	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CA	5290	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CB	5291	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CG	5294	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CD	5293	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R1	5295	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R2	5296	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R3	8503	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R4	30849	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R5	23533	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R6	146850	PF-05212384	PKI-587	44516953	N/A	NCT01347866	Purpose: PF-05212384 (intravenous PI3K/mTOR inhibitor). %Official title: Dual PI3K/mTOR Inhibitors PF-04691502 And PF-05212384.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CA	5290	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01349660	Purpose: BKM120, an oral inhibitor of PI3 kinase. %Inclusion criteria: No previous treatment with a PI3K inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CB	5291	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01349660	Purpose: BKM120, an oral inhibitor of PI3 kinase. %Inclusion criteria: No previous treatment with a PI3K inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CG	5294	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01349660	Purpose: BKM120, an oral inhibitor of PI3 kinase. %Inclusion criteria: No previous treatment with a PI3K inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CD	5293	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01349660	Purpose: BKM120, an oral inhibitor of PI3 kinase. %Inclusion criteria: No previous treatment with a PI3K inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R1	5295	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01349660	Purpose: BKM120, an oral inhibitor of PI3 kinase. %Inclusion criteria: No previous treatment with a PI3K inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R2	5296	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01349660	Purpose: BKM120, an oral inhibitor of PI3 kinase. %Inclusion criteria: No previous treatment with a PI3K inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R3	8503	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01349660	Purpose: BKM120, an oral inhibitor of PI3 kinase. %Inclusion criteria: No previous treatment with a PI3K inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R4	30849	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01349660	Purpose: BKM120, an oral inhibitor of PI3 kinase. %Inclusion criteria: No previous treatment with a PI3K inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R5	23533	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01349660	Purpose: BKM120, an oral inhibitor of PI3 kinase. %Inclusion criteria: No previous treatment with a PI3K inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R6	146850	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01349660	Purpose: BKM120, an oral inhibitor of PI3 kinase. %Inclusion criteria: No previous treatment with a PI3K inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CA	5290	 BAY80-6946	 BAY80-6946	24989044	N/A	NCT01392521	Purpose: PI3K (phosphoinositol 3-Kinase) inhibitor BAY80-6946.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CB	5291	 BAY80-6946	 BAY80-6946	24989044	N/A	NCT01392521	Purpose: PI3K (phosphoinositol 3-Kinase) inhibitor BAY80-6946.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CG	5294	 BAY80-6946	 BAY80-6946	24989044	N/A	NCT01392521	Purpose: PI3K (phosphoinositol 3-Kinase) inhibitor BAY80-6946.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CD	5293	 BAY80-6946	 BAY80-6946	24989044	N/A	NCT01392521	Purpose: PI3K (phosphoinositol 3-Kinase) inhibitor BAY80-6946.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R1	5295	 BAY80-6946	 BAY80-6946	24989044	N/A	NCT01392521	Purpose: PI3K (phosphoinositol 3-Kinase) inhibitor BAY80-6946.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R2	5296	 BAY80-6946	 BAY80-6946	24989044	N/A	NCT01392521	Purpose: PI3K (phosphoinositol 3-Kinase) inhibitor BAY80-6946.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R3	8503	 BAY80-6946	 BAY80-6946	24989044	N/A	NCT01392521	Purpose: PI3K (phosphoinositol 3-Kinase) inhibitor BAY80-6946.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R4	30849	 BAY80-6946	 BAY80-6946	24989044	N/A	NCT01392521	Purpose: PI3K (phosphoinositol 3-Kinase) inhibitor BAY80-6946.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R5	23533	 BAY80-6946	 BAY80-6946	24989044	N/A	NCT01392521	Purpose: PI3K (phosphoinositol 3-Kinase) inhibitor BAY80-6946.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R6	146850	 BAY80-6946	 BAY80-6946	24989044	N/A	NCT01392521	Purpose: PI3K (phosphoinositol 3-Kinase) inhibitor BAY80-6946.	inhibitor
Ovarian cancer	PIK3CA	MEK	MAP2k1	5604	 BAY86-9766	 BAY869766	44182295	N/A	NCT01392521	Purpose: MEK (mitogen-activated protein kinase) inhibitor BAY86-9766. 	inhibitor
Ovarian cancer	PIK3CA	MEK	MAP2k2	5605	 BAY86-9766	 BAY869766	44182295	N/A	NCT01392521	Purpose: MEK (mitogen-activated protein kinase) inhibitor BAY86-9766. 	inhibitor
Ovarian cancer	PIK3CA	MEK	MAP2K3	5606	 BAY86-9766	 BAY869766	44182295	N/A	NCT01392521	Purpose: MEK (mitogen-activated protein kinase) inhibitor BAY86-9766. 	inhibitor
Ovarian cancer	PIK3CA	MEK	MAP2K4	6416	 BAY86-9766	 BAY869766	44182295	N/A	NCT01392521	Purpose: MEK (mitogen-activated protein kinase) inhibitor BAY86-9766. 	inhibitor
Ovarian cancer	PIK3CA	MEK	MAP2K5	5607	 BAY86-9766	 BAY869766	44182295	N/A	NCT01392521	Purpose: MEK (mitogen-activated protein kinase) inhibitor BAY86-9766. 	inhibitor
Ovarian cancer	PIK3CA	MEK	MAP2k6	5608	 BAY86-9766	 BAY869766	44182295	N/A	NCT01392521	Purpose: MEK (mitogen-activated protein kinase) inhibitor BAY86-9766. 	inhibitor
Ovarian cancer	PIK3CA	MEK	MAP2k7	5609	 BAY86-9766	 BAY869766	44182295	N/A	NCT01392521	Purpose: MEK (mitogen-activated protein kinase) inhibitor BAY86-9766. 	inhibitor
Ovarian cancer	PIK3CA	PIK3CA	PIK3CA	5290	MLN1117	N/A	N/A	N/A	NCT01449370	N/A	inhibitor
Ovarian cancer	PIK3CA	Alk	ALK	238	AP26113	AP26113	57390074	N/A	NCT01449461	Official title: Oral ALK/EGFR Inhibitor AP26113. %Detailed description: The objectives of the expansion phase are to describe the preliminary anti-tumor activity (overall response rate) of AP26113 in patients with non-small cell lung cancer (NSCLC) with anaplastic lymphoma kinase (ALK) gene rearrangement or mutated epidermal growth factor receptor (EGFR), and in patients with any cancers with abnormalities in ALK or other targets against which AP26113 is active. %Inclusion criteria: No prior ALK inhibitor therapy. 	inhibitor
Ovarian cancer	PIK3CA	EGFR	EGFR	1956	AP26113	AP26113	57390074	N/A	NCT01449461	Official title: Oral ALK/EGFR Inhibitor AP26113. %Detailed description: The objectives of the expansion phase are to describe the preliminary anti-tumor activity (overall response rate) of AP26113 in patients with non-small cell lung cancer (NSCLC) with anaplastic lymphoma kinase (ALK) gene rearrangement or mutated epidermal growth factor receptor (EGFR), and in patients with any cancers with abnormalities in ALK or other targets against which AP26113 is active. 	inhibitor
Ovarian cancer	PIK3CA	mTOR	mTOR	2475	BEZ235	dactolisib	11977753	N/A	NCT01508104	Purpose: BEZ235 is an agent that was developed to slow down or halt cell growth and proliferation. It works by inhibiting two pathways that are important for cell growth and replication, one is called mTOR and the other is called PI3K.	inhibitor
Ovarian cancer	PIK3CA	mTOR	mTOR	2475	BEZ235	dactolisib	11977753	N/A	NCT01508104	Purpose: BEZ235 is an agent that was developed to slow down or halt cell growth and proliferation. It works by inhibiting two pathways that are important for cell growth and replication, one is called mTOR and the other is called PI3K.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CA	5290	BEZ235	dactolisib	11977753	N/A	NCT01508104	Purpose: BEZ235 is an agent that was developed to slow down or halt cell growth and proliferation. It works by inhibiting two pathways that are important for cell growth and replication, one is called mTOR and the other is called PI3K.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CB	5291	BEZ235	dactolisib	11977753	N/A	NCT01508104	Purpose: BEZ235 is an agent that was developed to slow down or halt cell growth and proliferation. It works by inhibiting two pathways that are important for cell growth and replication, one is called mTOR and the other is called PI3K.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CG	5294	BEZ235	dactolisib	11977753	N/A	NCT01508104	Purpose: BEZ235 is an agent that was developed to slow down or halt cell growth and proliferation. It works by inhibiting two pathways that are important for cell growth and replication, one is called mTOR and the other is called PI3K.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CD	5293	BEZ235	dactolisib	11977753	N/A	NCT01508104	Purpose: BEZ235 is an agent that was developed to slow down or halt cell growth and proliferation. It works by inhibiting two pathways that are important for cell growth and replication, one is called mTOR and the other is called PI3K.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R1	5295	BEZ235	dactolisib	11977753	N/A	NCT01508104	Purpose: BEZ235 is an agent that was developed to slow down or halt cell growth and proliferation. It works by inhibiting two pathways that are important for cell growth and replication, one is called mTOR and the other is called PI3K.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R2	5296	BEZ235	dactolisib	11977753	N/A	NCT01508104	Purpose: BEZ235 is an agent that was developed to slow down or halt cell growth and proliferation. It works by inhibiting two pathways that are important for cell growth and replication, one is called mTOR and the other is called PI3K.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R3	8503	BEZ235	dactolisib	11977753	N/A	NCT01508104	Purpose: BEZ235 is an agent that was developed to slow down or halt cell growth and proliferation. It works by inhibiting two pathways that are important for cell growth and replication, one is called mTOR and the other is called PI3K.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R4	30849	BEZ235	dactolisib	11977753	N/A	NCT01508104	Purpose: BEZ235 is an agent that was developed to slow down or halt cell growth and proliferation. It works by inhibiting two pathways that are important for cell growth and replication, one is called mTOR and the other is called PI3K.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R5	23533	BEZ235	dactolisib	11977753	N/A	NCT01508104	Purpose: BEZ235 is an agent that was developed to slow down or halt cell growth and proliferation. It works by inhibiting two pathways that are important for cell growth and replication, one is called mTOR and the other is called PI3K.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R6	146850	BEZ235	dactolisib	11977753	N/A	NCT01508104	Purpose: BEZ235 is an agent that was developed to slow down or halt cell growth and proliferation. It works by inhibiting two pathways that are important for cell growth and replication, one is called mTOR and the other is called PI3K.	inhibitor
Ovarian cancer	PIK3CA	mTOR	mTOR	2475	Everolimus	Everolimus	6442177	N/A	NCT01508104	Purpose: Everolimus is an agent that also targets mTOR. 	inhibitor
Ovarian cancer	PIK3CA	mTOR	mTOR	2475	Metformin	Metformin	4091	N/A	NCT01529593	Purpose: Metformin was designed to treat patients with diabetes. It may be able to block the protein mTOR and slow the growth of tumors.	inhibitor
Ovarian cancer	PIK3CA	mTOR	mTOR	2475	Temsirolimus	Temsirolimus	23724530	N/A	NCT01529593	Purpose: Temsirolimus is designed to block a protein called mTOR. 	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CA	5290	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01540253	Purpose: studies the side effects and best dose of PI3K inhibitor BKM120. PI3K inhibitor BKM120 may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Exclusion criteria: Previous treatment with a phosphatidylinositol 3-kinase (P1-3K) inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CB	5291	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01540253	Purpose: studies the side effects and best dose of PI3K inhibitor BKM120. PI3K inhibitor BKM120 may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Exclusion criteria: Previous treatment with a phosphatidylinositol 3-kinase (P1-3K) inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CG	5294	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01540253	Purpose: studies the side effects and best dose of PI3K inhibitor BKM120. PI3K inhibitor BKM120 may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Exclusion criteria: Previous treatment with a phosphatidylinositol 3-kinase (P1-3K) inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CD	5293	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01540253	Purpose: studies the side effects and best dose of PI3K inhibitor BKM120. PI3K inhibitor BKM120 may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Exclusion criteria: Previous treatment with a phosphatidylinositol 3-kinase (P1-3K) inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R1	5295	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01540253	Purpose: studies the side effects and best dose of PI3K inhibitor BKM120. PI3K inhibitor BKM120 may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Exclusion criteria: Previous treatment with a phosphatidylinositol 3-kinase (P1-3K) inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R2	5296	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01540253	Purpose: studies the side effects and best dose of PI3K inhibitor BKM120. PI3K inhibitor BKM120 may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Exclusion criteria: Previous treatment with a phosphatidylinositol 3-kinase (P1-3K) inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R3	8503	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01540253	Purpose: studies the side effects and best dose of PI3K inhibitor BKM120. PI3K inhibitor BKM120 may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Exclusion criteria: Previous treatment with a phosphatidylinositol 3-kinase (P1-3K) inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R4	30849	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01540253	Purpose: studies the side effects and best dose of PI3K inhibitor BKM120. PI3K inhibitor BKM120 may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Exclusion criteria: Previous treatment with a phosphatidylinositol 3-kinase (P1-3K) inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R5	23533	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01540253	Purpose: studies the side effects and best dose of PI3K inhibitor BKM120. PI3K inhibitor BKM120 may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Exclusion criteria: Previous treatment with a phosphatidylinositol 3-kinase (P1-3K) inhibitor.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R6	146850	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01540253	Purpose: studies the side effects and best dose of PI3K inhibitor BKM120. PI3K inhibitor BKM120 may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. %Exclusion criteria: Previous treatment with a phosphatidylinositol 3-kinase (P1-3K) inhibitor.	inhibitor
Ovarian cancer	PIK3CA	Ang1	ANGPT1	284	trebananib	N/A	N/A	AMG386	NCT01548482	Purpose: Temsirolimus may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.	inhibitor
Ovarian cancer	PIK3CA	Ang2	ANGPT2	285	trebananib	N/A	N/A	AMG386	NCT01548482	Purpose: Temsirolimus may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CA	5290	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01570296	Purpose: Oral Pan-class I PI3K Inhibitor. %Inclusion criteria: Activated PI3K status.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CB	5291	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01570296	Purpose: Oral Pan-class I PI3K Inhibitor. %Inclusion criteria: Activated PI3K status.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CG	5294	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01570296	Purpose: Oral Pan-class I PI3K Inhibitor. %Inclusion criteria: Activated PI3K status.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3CD	5293	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01570296	Purpose: Oral Pan-class I PI3K Inhibitor. %Inclusion criteria: Activated PI3K status.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R1	5295	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01570296	Purpose: Oral Pan-class I PI3K Inhibitor. %Inclusion criteria: Activated PI3K status.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R2	5296	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01570296	Purpose: Oral Pan-class I PI3K Inhibitor. %Inclusion criteria: Activated PI3K status.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R3	8503	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01570296	Purpose: Oral Pan-class I PI3K Inhibitor. %Inclusion criteria: Activated PI3K status.	inhibitor
Ovarian cancer	PIK3CA	PI3K	PIK3R4	30849	BKM120	Buparlisib hydrochloride	66577015	N/A	NCT01570296	Purpose: Oral Pan-class I PI3K Inhibitor. %Inclusion criteria: Activated PI3K status.	inhibitor
