Molecular Target	Entrez Gene Name	Enterez Gene Id	Drug name	Other drug name	Pubchem name	CID	SID	Interaction type	Mode of action	Clinical Trial ID(s)	Detail	Phase	Include this entry?	Comments
TOPO II	TOP2A	7153	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01666444	Platinum resistant recurrent epithelial ovarian cancer A Randomized, Double-Blind, Placebo-Controlled Phase II Study of VTX-2337 in Combination With doxil (PLD) in Patients With Recurrent or Persistent Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Cancer	II	1	
TOPO II	TOP2A	7153	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01170650	primary or secondary platinum-resistant ovarian cancer Study for Women With Platinum Resistant Ovarian Cancer Evaluating EC145 in Combination With Doxil (PROCEED)	III	1	
TOPO II	TOP2A	7153	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01281254	Recurrent ovarian cancer A Phase 3, Randomized, Double-Blind Trial of Pegylated Liposomal Doxorubicin (PLD) Plus AMG 386 or Placebo in Women With Recurrent Partially Platinum Sensitive or Resistant Epithelial Ovarian, Primary Peritoneal, or Fallopian Tube Cancer	III	1	
TOPO II	TOP2A	7153	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01849874	Recurrent low grade serous ovarian , fallopian tube, peritoneal cancer A Study of MEK162 vs. Physician's Choice Chemotherapy in Patients With Low-grade Serous Ovarian, Fallopian Tube or Peritoneal Cancer	III	1	
TOPO II	TOP2B	7155	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01146795	Stage III, IV ovarian epithelial cancer Neoadjuvant Therapy for Ovarian Cancer	0	1	
TOPO II	TOP2B	7155	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01145430	Recurrent Ovarian Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cancer PHASE I STUDY OF ABT-888, PARP INHIBITOR, AND PEGYLATED LIPOSOMAL DOXORUBICIN (PLD) IN RECURRENT GYNECOLOGIC CANCER AND BREAST CANCER	I	1	
TOPO II	TOP2B	7155	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01281514	Platinum-sensitive ovarian cancer at first relapse PHASE I STUDY OF CARBOPLATIN, PEGYLATED LIPOSOMAL DOXORUBICIN (PLD) AND EVEROLIMUS IN PATIENTS WITH PLATINUM-SENSITIVE EPITHELIAL OVARIAN, FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER IN FIRST RELAPSE	I	1	
TOPO II	TOP2B	7155	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01455532	Advanced solid tumors A Phase 1/1b Dose Escalation Study Evaluating Iniparib (BSI201/SAR240550) as a Single Agent and in Combination With Chemotherapeutic Regimens in Patients With Solid Tumors	I	1	
TOPO II	TOP2B	7155	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01459380	Recurrent Platinum Sensitive Ovarian, Primary Peritoneal and Fallopian Tube Cancer A Phase I Trial of Doxil ), Carboplatin and NCI Supplied Veliparib (ABT-888) in Recurrent Platinum Sensitive Ovarian, Primary Peritoneal and Fallopian Tube Cancer	I	1	
TOPO II	TOP2B	7155	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01489371	Recurrent epithelial ovarian cancer A Phase I Study of Intraperitoneal EGEN-001 (IL-12 Plasmid Formulated With PEG-PEI-Cholesterol Lipopolymer) (IND #12,484) Administered in Combination With doxil (PLD, Doxil (NSC #712227 or Lipodox) in Patients With Recurrent or Persistent Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Cancer	I	1	
TOPO II	TOP2B	7155	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01715168	Recurrent ovarian cancer A Phase 1, Single-blind, Randomized, Two-way, Crossover Bioequivalence Study of Intravenously Administered ATI 0918 in Patients With Ovarian Cancer That Has Progressed or Recurred After Platinum-based Chemotherapy	I	1	
TOPO II	TOP2B	7155	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01815294	Advanced solid tumors A Pivotal Bioequivalence Study of DOXIL/CAELYX Manufactured at a New Site in Subjects With Advanced or Refractory Solid Malignancies Including Subjects With Ovarian Cancer.	I	1	
TOPO II	TOP2B	7155	Idronoxil	Phenoxodiol	Dehydroequol	219100	N/A	inhibitor	Caspase activator, XIAP inhibitor, FLIP suppressor, and TOPO II inhibitor	NCT00303888	Platinum-sensitive, recurrent ovarian epithelial cancer Docetaxel With or Without Phenoxodiol in Treating Patients With Recurrent Advanced Ovarian Epithelial Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cavity Cancer	I/II	1	
TOPO II	TOP2B	7155	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01485874	Platinum-resistant or refractory ovarian cancer A Phase I-II Clinical Trial of Pegylated Liposomal Doxorubicin (Doxil) in Combination With BIBF 1120 in Patients With Ovarian Cancer: Hoosier Oncology Group GYN10-149	I/II	1	
TOPO II	TOP2B	7155	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01696032	Ovarian Cancer A Randomized, Controlled, Open-Label, Phase 2 Trial of SGI-110 and Carboplatin in Subjects With Platinum-Resistant Recurrent Ovarian Cancer	I/II	1	
TOPO II	TOP2B	7155	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT00982631	Advanced or Recurrent Ovarian Cancer A Phase Ib Study of Combination of Temsirolimus (Torisel) and Pegylated Liposomal Doxorubicin (PLD, Doxil/ Caelyx) in Advanced or Recurrent Breast, Endometrial and Ovarian Cancer	Ib	1	
TOPO II	TOP2B	7155	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT00003135	Metastatic ovarian cancer Whole Body Hyperthermia Combined With Chemotherapy in Treating Patients With Metastatic Breast, Ovarian, Endometrial, or Cervical Cancer	II	1	
TOPO II	TOP2B	7155	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01666444	Platinum resistant recurrent epithelial ovarian cancer A Randomized, Double-Blind, Placebo-Controlled Phase II Study of VTX-2337 in Combination With doxil (PLD) in Patients With Recurrent or Persistent Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Cancer	II	1	
TOPO II	TOP2B	7155	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01170650	primary or secondary platinum-resistant ovarian cancer Study for Women With Platinum Resistant Ovarian Cancer Evaluating EC145 in Combination With Doxil (PROCEED)	III	1	
TOPO II	TOP2B	7155	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01281254	Recurrent ovarian cancer A Phase 3, Randomized, Double-Blind Trial of Pegylated Liposomal Doxorubicin (PLD) Plus AMG 386 or Placebo in Women With Recurrent Partially Platinum Sensitive or Resistant Epithelial Ovarian, Primary Peritoneal, or Fallopian Tube Cancer	III	1	
TOPO II	TOP2B	7155	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01849874	Recurrent low grade serous ovarian , fallopian tube, peritoneal cancer A Study of MEK162 vs. Physician's Choice Chemotherapy in Patients With Low-grade Serous Ovarian, Fallopian Tube or Peritoneal Cancer	III	1	
TRPV6 calcium channel	TRPV6	55503	SOR-C13	N/A	N/A	N/A	N/A	inhibitor	peptide TRPV6 inhibitor	NCT01578564	Advanced ovarian cancer Phase I, Open-label, Dose Escalation Study to Assess Safety and Tolerability of SOR-C13 in Subjects With Advanced Solid Tumors Commonly Known to Express the TRPV6 Ion Channel	I	1	
Thymidylate synthase	TYMS	7298	Fluorouracil	5-fluorouracil, 5-Fluracil, AccuSite, Actino-Hermal, Adrucil, Arumel, Cytosafe, Efudex, Efurix, Fiverocil, Fluoro Uracil, Fluoroplex, Fluouracil, Flurablastin, Flurox, FU, Ribofluor, Timazin	Fluorouracil	3385	N/A	inhibitor	RNA processing inhibitor and thymidylate synthase inhibitor	NCT00610948	Advanced solid tumors A Sequential Phase I Study Of The Combination Of Everolimus (Rad001) With 5-Fu/Lv (De Gramont), Folfox6, And Folfox6/Panitumumab In Patients With Refractory Solid Malignancies	I	1	
Thymidylate synthase	TYMS	7298	Pemetrexed	Alimta, Pemetrexed disodium	MLS003106905	N/A	446556	inhibitor	DHFR and Thymidylate synthase inhibitor	NCT01172028	Advanced, recurrent solid tumor Pemetrexed Disodium and Docetaxel in Treating Patients With Advanced Solid Tumors	I	1	
Thymidylate synthase	TYMS	7298	Capecitabine	CAPE, Xeloda	CAPECITABINE	60953	N/A	inhibitor	RNA processing inhibitor and thymidylate synthase inhibitor	NCT01233505	Metastatic mucinous ovarian cancer and/or BRCA1/2 mutant Veliparib, Oxaliplatin, and Capecitabine in Treating Patients With Advanced Solid Tumors	I	1	
Thymidylate synthase	TYMS	7298	Pemetrexed	Alimta, Pemetrexed disodium	MLS003106905	N/A	446556	inhibitor	DHFR and Thymidylate synthase inhibitor	NCT01567384	Advanced Cancer A Phase I Study of OSI-906 in Combination With Pemetrexed in Advanced Solid Tumor Malignancies	I	1	
Thymidylate synthase	TYMS	7298	Floxuridine	5-FUDR, WR-138720	floxuridine	5790	N/A	inhibitor	RNA and DNA synthesis inhibitor	NCT01749397	Recurrent (metastatic) epithelial ovarian cancer A Phase I Trial of the Combination of the PARP Inhibitor ABT-888 With Intraperitoneal Floxuridine (FUDR) in Epithelial Ovarian, Primary Peritoneal and Fallopian Tube Cancers	I	1	
Thymidylate synthase	TYMS	7298	Fluorouracil	5-fluorouracil, 5-Fluracil, AccuSite, Actino-Hermal, Adrucil, Arumel, Cytosafe, Efudex, Efurix, Fiverocil, Fluoro Uracil, Fluoroplex, Fluouracil, Flurablastin, Flurox, FU, Ribofluor, Timazin	5-Fluorouracil	3385	N/A	inhibitor	RNA processing inhibitor and thymidylate synthase inhibitor	NCT00003135	Metastatic ovarian cancer Whole Body Hyperthermia Combined With Chemotherapy in Treating Patients With Metastatic Breast, Ovarian, Endometrial, or Cervical Cancer	II	1	
Thymidylate synthase	TYMS	7298	Pemetrexed	Alimta, Pemetrexed disodium	MLS003106905	N/A	446556	inhibitor	DHFR and Thymidylate synthase inhibitor	NCT01001910	Platinum sensitive relapsed ovarian cancer Pemetrexed and Carboplatin in Recurrent Platinum Sensitive Ovarian Cancer	II	1	
Thymidylate synthase	TYMS	7298	Capecitabine	CAPE, Xeloda	CAPECITABINE	60953	N/A	inhibitor	RNA processing inhibitor and thymidylate synthase inhibitor	NCT01081262	Newly diagnosed ovarian cancer (before chemotherapy), diagnosed stage II, stage III, or stage IV or recurrent stage I ovarian cancer Carboplatin and Paclitaxel or Oxaliplatin and Capecitabine, With or Without Bevacizumab, as First-Line Therapy in Treating Patients With Newly Diagnosed Stage II, Stage III, Stage IV, or Recurrent Stage I Epithelial Ovarian Cancer or Fallopian Tube Cancer	III	1	
VEGF	VEGFA	7422	Lenalidomide, Bevacizumab	anti-VEGF monoclonal antibody, Avastin, CC-5013, IMID-1, Revlimid	Lenalidomide	216326	N/A	antagonist	Anti-angiogenic., VEGF antagonist	NCT01146795	Stage III, IV ovarian epithelial cancer Neoadjuvant Therapy for Ovarian Cancer	0	1	
VEGF	VEGFA	7422	Bevacizumab	anti-VEGF monoclonal antibody, Avastin	Bevacizumab	N/A	50067187	antagonist	VEGF antagonist	NCT00989651	Newly diagnosed ovarian cancer (before chemotherapy), diagnosed stage II, stage III, or stage IV Carboplatin, Paclitaxel, Bevacizumab, and ABT-888 in Treating Patients With Newly Diagnosed Stage II, Stage III, or Stage IV Ovarian Epithelial Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cancer	I	1	
VEGF	VEGFA	7422	Bevacizumab	anti-VEGF monoclonal antibody, Avastin	Bevacizumab	N/A	50067187	antagonist	VEGF antagonist	NCT01248949	Advanced Recurrent Ovarian Tumors Phase 1/1b, Open-Label, Dose-Escalation and Expansion Study to Evaluate the Safety and Antitumor Activity of MEDI3617 as a Single-Agent or in Combination Therapy in Adult Subjects With Advanced Solid Tumors	I	1	
VEGF	VEGFA	7422	Lenalidomide	CC-5013, IMID-1, Revlimid	Lenalidomide	216326	N/A	Anti-angiogenic.	Anti-angiogenic.	NCT01352962	Advanced solid tumors A Phase I Study of Gemcitabine, Carboplatin and Lenalidomide (GCL) for Treatment of Patients With Advanced/Metastatic Urothelial Carcinoma (UC) and Other Solid Tumors	I	1	
VEGF	VEGFA	7422	Bevacizumab	anti-VEGF monoclonal antibody, Avastin	Bevacizumab	N/A	50067187	antagonist	VEGF antagonist	NCT01831089	Advanced solid tumors Phase I Multicenter, Open-label, Clinical and Pharmacokinetic Study of Lurbinectedin (PM01183) in Combination With Weekly Paclitaxel, With or Without Bevacizumab, in Patients With Selected Advanced Solid Tumors	I	1	
VEGF	VEGFA	7422	Bevacizumab	anti-VEGF monoclonal antibody, Avastin	Bevacizumab	N/A	50067187	antagonist	VEGF antagonist	NCT01010126	Locally advanced, recurrent, metastatic, or progressive endometrial cancer, ovarian epithelial cancer, liver cancer, islet cell cancer, or carcinoid tumor. Temsirolimus and Bevacizumab in Treating Patients With Locally Advanced, Recurrent, Metastatic, or Progressive Endometrial Cancer, Ovarian Epithelial Cancer, Liver Cancer, Islet Cell Cancer, or Carcinoid Tumor	II	1	
VEGF	VEGFA	7422	Bevacizumab	anti-VEGF monoclonal antibody, Avastin	Bevacizumab	N/A	50067187	antagonist	VEGF antagonist	NCT01031381	Recurrent epithelial ovarian carcinoma Study of RAD001 and Bevacizumab in Recurrent Ovarian, Peritoneal, and Fallopian Tube Cancer (RADBEV)	II	1	
VEGF	VEGFA	7422	Bevacizumab	anti-VEGF monoclonal antibody, Avastin	Bevacizumab	N/A	50067187	antagonist	VEGF antagonist	NCT01097746	Newly diagnosed stage III, IV ovarian epithelial cancer First-line Treatment of Weekly Paclitaxel With Carboplatin and Bevacizumab in Ovarian Cancer	II	1	
VEGF	VEGFA	7422	Bevacizumab	anti-VEGF monoclonal antibody, Avastin	Bevacizumab	N/A	50067187	antagonist	VEGF antagonist	NCT01131039	Platinum-Resistant Recurrent Ovarian Cancer Safety and Efficacy Study of Gemcitabine Plus Bevacizumab in Patients With Platinum-Resistant Ovarian, Primary Peritoneal or Fallopian Tube Cancer	II	1	
VEGF	VEGFA	7422	Bevacizumab	anti-VEGF monoclonal antibody, Avastin	Bevacizumab	N/A	50067187	antagonist	VEGF antagonist	NCT01305213	Platinum sensitive recurrent or persistent epithelial ovarian, fallopian tube, or primary peritoneal carcinoma A Randomized Phase II Evaluation of Single-Agent Bevacizumab (IND #7921) (NSC #704865) and Combination Bevacizumab With Fosbretabulin Tromethamine (CA4P) (NSC #752293) in the Treatment of Recurrent or Persistent Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Carcinoma	II	1	
VEGF	VEGFA	7422	Bevacizumab	anti-VEGF monoclonal antibody, Avastin	Bevacizumab	N/A	50067187	antagonist	VEGF antagonist	NCT00565851	Recurrent ovarian epithelial cancer Carboplatin and Paclitaxel With or Without Bevacizumab After Surgery in Treating Patients With Recurrent Ovarian Epithelial Cancer, Primary Peritoneal Cavity Cancer, or Fallopian Tube Cancer	III	1	
VEGF	VEGFA	7422	Bevacizumab	anti-VEGF monoclonal antibody, Avastin	Bevacizumab	N/A	50067187	antagonist	VEGF antagonist	NCT01081262	Newly diagnosed ovarian cancer (before chemotherapy), diagnosed stage II, stage III, or stage IV or recurrent stage I ovarian cancer Carboplatin and Paclitaxel or Oxaliplatin and Capecitabine, With or Without Bevacizumab, as First-Line Therapy in Treating Patients With Newly Diagnosed Stage II, Stage III, Stage IV, or Recurrent Stage I Epithelial Ovarian Cancer or Fallopian Tube Cancer	III	1	
VEGF	VEGFA	7422	Bevacizumab	anti-VEGF monoclonal antibody, Avastin	Bevacizumab	N/A	50067187	antagonist	VEGF antagonist	NCT01167712	Stage III, IV ovarian epithelial cancer Paclitaxel and Carboplatin With or Without Bevacizumab in Treating Patients With Stage III or Stage IV Ovarian Epithelial Cancer, Primary Peritoneal Cancer, or Fallopian Tube Cancer	III	1	
VEGF	VEGFA	7422	Bevacizumab	anti-VEGF monoclonal antibody, Avastin	Bevacizumab	N/A	50067187	antagonist	VEGF antagonist	NCT01239732	Newly diagnosed advanced ovarian cncer Global Study to Assess the Addition of Bevacizumab to Carboplatin and Paclitaxel as Front-line Treatment of Epithelial Ovarian Cancer, Fallopian Tube Carcinoma or Primary Peritoneal Carcinoma	III	1	
VEGF	VEGFB	7423	Lenalidomide, Bevacizumab	anti-VEGF monoclonal antibody, Avastin, CC-5013, IMID-1, Revlimid	Lenalidomide	216326	N/A	antagonist	Anti-angiogenic., VEGF antagonist	NCT01146795	Stage III, IV ovarian epithelial cancer Neoadjuvant Therapy for Ovarian Cancer	0	1	
VEGF	VEGFB	7423	Bevacizumab	anti-VEGF monoclonal antibody, Avastin	Bevacizumab	N/A	50067187	antagonist	VEGF antagonist	NCT00989651	Newly diagnosed ovarian cancer (before chemotherapy), diagnosed stage II, stage III, or stage IV Carboplatin, Paclitaxel, Bevacizumab, and ABT-888 in Treating Patients With Newly Diagnosed Stage II, Stage III, or Stage IV Ovarian Epithelial Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cancer	I	1	
VEGF	VEGFB	7423	Bevacizumab	anti-VEGF monoclonal antibody, Avastin	Bevacizumab	N/A	50067187	antagonist	VEGF antagonist	NCT01248949	Advanced Recurrent Ovarian Tumors Phase 1/1b, Open-Label, Dose-Escalation and Expansion Study to Evaluate the Safety and Antitumor Activity of MEDI3617 as a Single-Agent or in Combination Therapy in Adult Subjects With Advanced Solid Tumors	I	1	
VEGF	VEGFB	7423	Lenalidomide	CC-5013, IMID-1, Revlimid	Lenalidomide	216326	N/A	Anti-angiogenic.	Anti-angiogenic.	NCT01352962	Advanced solid tumors A Phase I Study of Gemcitabine, Carboplatin and Lenalidomide (GCL) for Treatment of Patients With Advanced/Metastatic Urothelial Carcinoma (UC) and Other Solid Tumors	I	1	
VEGF	VEGFB	7423	Bevacizumab	anti-VEGF monoclonal antibody, Avastin	Bevacizumab	N/A	50067187	antagonist	VEGF antagonist	NCT01831089	Advanced solid tumors Phase I Multicenter, Open-label, Clinical and Pharmacokinetic Study of Lurbinectedin (PM01183) in Combination With Weekly Paclitaxel, With or Without Bevacizumab, in Patients With Selected Advanced Solid Tumors	I	1	
VEGF	VEGFB	7423	Bevacizumab	anti-VEGF monoclonal antibody, Avastin	Bevacizumab	N/A	50067187	antagonist	VEGF antagonist	NCT01010126	Locally advanced, recurrent, metastatic, or progressive endometrial cancer, ovarian epithelial cancer, liver cancer, islet cell cancer, or carcinoid tumor. Temsirolimus and Bevacizumab in Treating Patients With Locally Advanced, Recurrent, Metastatic, or Progressive Endometrial Cancer, Ovarian Epithelial Cancer, Liver Cancer, Islet Cell Cancer, or Carcinoid Tumor	II	1	
