"compound_id","compound_name","gene_names","pubmed_id","ep_action_mode","activity_comment"
"CHEMBL178862","ANETHOLTRITHION","PTPN1","20655236","","Active"
"CHEMBL258465","WAY-629","CYP2C19","","","Active"
"CHEMBL418661","E-64C","EHMT2","","","Active"
"CHEMBL939","GEFITINIB","HCK","","","active"
"CHEMBL941","IMATINIB","LYN","","","active"
"CHEMBL1201043","CEPHAPIRIN SODIUM","L3MBTL1","","","active"
"CHEMBL1079460","LY-367265","KCNH2","","","active"
"CHEMBL305695","2-(4-HYDROXYBENZYLIDENE)MALONONITRILE","VDR","","","active"
"CHEMBL418971","BISPHENOL A","AR","","","active"
"CHEMBL1980297","ILORASERTIB","ROS1","","","active"
"CHEMBL175266","NSC-66209","BAZ2B","","","Active"
"CHEMBL77030","TYRPHOSTIN 47","HSD17B10","","","Active"
"CHEMBL109480","TANESPIMYCIN","HSP90AA1","21920765","","Active"
"CHEMBL565711","1,4-BIS(MALIMIDO)XYLENE","MGLL","19583260","","Active"
"CHEMBL65","CAMPTOTHECIN","TOP1","19386396","","Active"
"CHEMBL22077","HYCANTHONE","NFE2L2","","","Active"
"CHEMBL9419","METACETAMOL","CYP2E1","22613176","","Active"
"CHEMBL202721","ZM-447439","FYN","","","active"
"CHEMBL34259","METHOTREXATE","HSD17B10","","","Active"
"CHEMBL9514","NOCODAZOLE","NR0B1","","","active"
"CHEMBL1566249","AMPIROXICAM","AR","","","active"
"CHEMBL38508","GW0742","VDR","","","active"
"CHEMBL1412002","DNDI1417777","KDM4A","","","Active"
"CHEMBL297304","BENZO[D]ISOTHIAZOL-3-ONE","KAT2A","","","Active"
"CHEMBL191003","JNJ-7706621","LRRK2","","","active"
"CHEMBL104","CLOTRIMAZOLE","ADRB2","","","active"
"CHEMBL1557","DOPAMINE HYDROCHLORIDE","KDM4A","","","Active"
"CHEMBL1200766","SILVER SULFADIAZINE","CYP2C9","","","Active"
"CHEMBL191003","JNJ-7706621","CDK9","","","active"
"CHEMBL1200916","THIORIDAZINE HYDROCHLORIDE","MPHOSPH8","","","Active"
"CHEMBL429023","ROTENONE","CDK1","16680159","","Active"
"CHEMBL44657","ETOPOSIDE","TOP2A","24775914","","Active"
"CHEMBL472566","ZOXAZOLAMINE","CYP2D6","22931300","","Active"
"CHEMBL243596","IMINOSTILBENE","RACGAP1","","","active"
"CHEMBL49120","PD-0166285","TYRO3","","","active"
"CHEMBL497","CLIOQUINOL","RORC","","","active"
"CHEMBL268868","DAPH","NFKB1","","","Active"
"CHEMBL2094652","DNDI1417368","ALPI","","","Active"
"CHEMBL434","ISOPROTERENOL","ADRB2","19464886","","Active"
"CHEMBL3138665","QUININE ETHYLCARBONATE","AR","","","active"
"CHEMBL1401091","DNDI1417300","ALDH1A1","","","Active"
"CHEMBL522892","DOVITINIB","BRSK1","","","active"
"CHEMBL33884","GR-113808","CYP1A2","","","Active"
"CHEMBL1084546","PF-562271","MAP3K10","","","active"
"CHEMBL482967","CYC-116","FYN","","","active"
"CHEMBL490355","SULFURETIN","BAZ2B","","","Active"
"CHEMBL1980391","RG-1530","PRKCD","","","active"
"CHEMBL52884","1,2-DIMETHOXY-ANTHRAQUINONE","NPC1","","","Active"
"CHEMBL589715","SJ000012773","ATXN2","","","active"
"CHEMBL54976","TRYPTOPHAN","CCBL1","19338303","","Active"
"CHEMBL799","CILOSTAZOL","CYP2C9","22931300","","Active"
"CHEMBL1200981","EPIRUBICIN HYDROCHLORIDE","IDH1","","","active"
"CHEMBL38288","WAY-100135","ALOX15","","","Active"
"CHEMBL1094681","AESCULIOSIDE IVB","TOP1","20371180","","Active"
"CHEMBL1200613","TOLMETIN SODIUM","HPGD","","","Active"
"CHEMBL448290","THIOINOSINE","HBB","","","Active"
"CHEMBL578512","GNF-PF-67","GAPDH","","","Active"
"CHEMBL1517","OXYTETRACYCLINE","POLH","","","active"
"CHEMBL1142","4-AMINOPHENOL","SMAD3","","","active"
"CHEMBL316004","LENPERONE","GMNN","","","active"
"CHEMBL592676","ISOSILYBIN A","SLCO1B1","23401473","","Active"
"CHEMBL1190711","BAY-613606","CDK2","","","active"
"CHEMBL15137","MICHLER'S KETONE","AR","","","active"
"CHEMBL165790","IPRIFLAVONE","NPC1","","","Active"
"CHEMBL1255836","N',N'-DIMETHYLARGININE HCL","KDM4A","","","Active"
"CHEMBL108","CARBAMAZEPINE","CYP2C9","22931300","","Active"
"CHEMBL138921","ARACHIDONOYL DOPAMINE","VDR","","","active"
"CHEMBL259615","CID2350207","KMT2A, MEN1","","","Active"
"CHEMBL1173055","RUCAPARIB","CDK1","","","active"
"CHEMBL556","DEFEROXAMINE","MMP12","24074025","","Active"
"CHEMBL1084546","PF-562271","MAPK9","","","active"
"CHEMBL51483","GOSSYPOL","SMAD3","","","active"
"CHEMBL680","CEFACLOR","KDM4A","","","Active"
"CHEMBL210868","AURIN","ATAD5","","","Active"
"CHEMBL1224789","VOLVALERENAL D","MAPK1, MAPK3","","","Active"
"CHEMBL1523215","3-(PHENYLAMINO)PHENOL","ESR1","","","active"
"CHEMBL260933","GS 6201","CSNK1G3","","","active"
"CHEMBL1200766","SILVER SULFADIAZINE","CYP1A2","","","Active"
"CHEMBL1200993","GALLAMINE TRIETHIODIDE","EHMT2","","","Active"
"CHEMBL10","SB-203580","CYP1A2","","","Active"
"CHEMBL19954","NSC-69187","EHMT2","","","Active"
"CHEMBL263094","CARMINIC ACID","FEN1","","","active"
"CHEMBL296586","KENPAULLONE","ATAD5","","","Active"
"CHEMBL515252","3,8'-BIAPIGENIN","RECQL","","","Active"
"CHEMBL374308","LACTACYSTIN","PSMB8","23547757","","Active"
"CHEMBL584626","GNF-PF-4579","SMAD3","","","active"
"CHEMBL405110","METHYLTHIONINIUM CHLORIDE","IDH1","","","active"
"CHEMBL304818","DOCEBENONE","NFE2L2","","","active"
"CHEMBL278315","GELDANAMYCIN","CDC37","21486005","","Active"
"CHEMBL600662","SJ000149318","ATAD5","","","Active"
"CHEMBL189963","PALBOCICLIB","ALK","","","active"
"CHEMBL1983268","ENTRECTINIB","CLK4","","","active"
"CHEMBL1200938","METHYSERGIDE MALEATE","EHMT2","","","Active"
"CHEMBL225153","1-HYDROXY-4-ETHOXYBENZENE","NFE2L2","","","active"
"CHEMBL790","CHLORHEXIDINE","PAX8","","","active"
"CHEMBL474376","TRIPHENYLSTANNYL ACETATE","VDR","","","active"
"CHEMBL562352","2-(4-CHLOROBENZYLIDENE)CYCLOPENTANONE","AKR1C1","19237229","","Active"
"CHEMBL411","DIETHYLSTILBESTROL","CYP2C19","22931300","","Active"
"CHEMBL1374360","MERCURIC CHLORIDE","ALOX15","","","Active"
"CHEMBL560296","N-(3,4-DICHLOROPHENYL)BENZAMIDE","GNAS","","","active"
"CHEMBL275938","AURINTRICARBOXYLIC ACID","BLM","","","Active"
"CHEMBL1078244","P-HYDROXYPHENETHYL ANISATE","BRCA1","","","active"
"CHEMBL2146124","CEFUROXIME SODIUM","CTDSP1","","","active"
"CHEMBL462576","KEPONE","ATXN2","","","active"
"CHEMBL786","TAMOXIFEN CITRATE","ESR1","","","active"
"CHEMBL454173","ZEARALENONE","RORC","","","active"
"CHEMBL25719","GERANIOL","ALOX15","","","Active"
"CHEMBL530788","TCMDC-125733","GMNN","","","active"
"CHEMBL429335","CID 752709","SMN1, SMN2","","","Active"
"CHEMBL415879","PHENANTHROLINE","CBFB, RUNX1","","","Active"
"CHEMBL1402684","OXYPHENISATIN ACETATE","AR","","","active"
"CHEMBL151","LUTEOLIN","POLI","","","active"
"CHEMBL19215","METERGOLINE","GMNN","","","Active"
"CHEMBL406931","RPR-260243","KCNH2","17693551","","Active"
"CHEMBL406557","CID 867101","TP53","","","Active"
"CHEMBL278041","SB-202190","TNIK","22951114","","Active"
"CHEMBL1312050","NSC-317605","KMT2A, MEN1","","","Active"
"CHEMBL52606","COLFORSIN","AHR","","","active"
"CHEMBL1256665","TERAZOSIN HYDROCHLORIDE","HSD17B10","","","Active"
"CHEMBL165064","ISOKAEMPFERIDE","FEN1","","","active"
"CHEMBL41140","6-NITROQUIPAZINE","CYP1A2","","","Active"
"CHEMBL1213187","CGP-54626","CYP1A2","","","Active"
"CHEMBL527584","TCMDC-124518","KDM4A","","","Active"
"CHEMBL480626","DI-TERT-BUTYLHYDROQUINONE","CYP1A2","","","Active"
"CHEMBL106","FLUCONAZOLE","HSP90AA1","","","active"
"CHEMBL547833","TCMDC-123532","POLB","","","Active"
"CHEMBL72628","2-PICOLINIC ACID","KDM4A","","","Active"
"CHEMBL443343","PHENYL 2-PHENYLETHENESULFONATE","NFE2L2","","","active"
"CHEMBL1523215","3-(PHENYLAMINO)PHENOL","TARDBP","","","active"
"CHEMBL1980391","RG-1530","LCK","","","active"
"CHEMBL107518","4-PHENOXY-BENZOIC ACID","PPARA","22487179","","Active"
"CHEMBL296586","KENPAULLONE","ROCK1","","","active"
"CHEMBL346551","SKF-62604","YES1","","","active"
"CHEMBL222863","OUABAIN","NFE2L2","","","Active"
"CHEMBL2005186","KD-025","AURKB","","","active"
"CHEMBL17127","SCH-58261","ALOX15","","","Active"
"CHEMBL1116","RALOXIFENE HYDROCHLORIDE","AR","","","active"
"CHEMBL49120","PD-0166285","MAP2K2","","","active"
"CHEMBL521941","PEPEROMIN E","NFKBIA","19559609","","Active"
"CHEMBL475599","GSK-300014A","YES1","","","active"
"CHEMBL40275","ALOE-EMODIN","EGFR","16275083","","Active"
"CHEMBL454280","4-HYDROXYNON-2-ENAL","TRPA1","17684094","","Active"
"CHEMBL408995","TALAROFLAVONE","POLI","18178092","","Active"
"CHEMBL1980297","ILORASERTIB","SYK","","","active"
"CHEMBL592124","SJ000044511","HTT","","","Active"
"CHEMBL279956","QUISQUALATE","KDM4A","","","Active"
"CHEMBL1725279","SP-600125","PRKD3","","","active"
"CHEMBL601757","GNF-PF-2272","IDH1","","","active"
"CHEMBL59030","GW3965","EHMT2","","","Active"
"CHEMBL286494","HYPERICIN","POLK","","","active"
"CHEMBL319244","CAFFEIC ACID PHENETHYL ESTER","EHMT2","","","Active"
"CHEMBL1395","METHYLTESTOSTERONE","AR","","","active"
"CHEMBL1437","NOREPINEPHRINE","ADRA2A","16407989","","Active"
"CHEMBL2059711","ALISOL A-23 ACETATE","PGR","24915879","","Active"
"CHEMBL357021","TRICYCLAZOLE","NFE2L2","","","active"
"CHEMBL102714","SB-216763","CYP2C9","","","Active"
"CHEMBL264931","(R)-INDOPROFEN","TP53","","","Active"
"CHEMBL1514361","NALOXONE METHIODIDE","EHMT2","","","Active"
"CHEMBL1364906","LUFENURON","NFE2L2","","","active"
"CHEMBL8412","IPSAPIRONE","CYP2C19","","","Active"
"CHEMBL29197","PD-153035","CYP3A4","","","Active"
"CHEMBL418134","BUNITROLOL","ADRB1","2903243","","Active"
"CHEMBL6966","VERAPAMIL","CYP3A4","21393461","","Active"
"CHEMBL261557","TYRPHOSTIN AG-835","POLH","","","active"
"CHEMBL1342336","CID 663143","GMNN","","","active"
"CHEMBL596631","GNF-PF-3876","GMNN","","","active"
"CHEMBL1328968","MELENGESTROL ACETATE","AR","","","active"
"CHEMBL123","ELLIPTECINE","TDP1","","","Active"
"CHEMBL1997335","DNDI1417467","FLT3","","","active"
"CHEMBL444109","GAMBOGIC AMIDE","NTRK1","17911251","","Active"
"CHEMBL422","TRIFLUOPERAZINE","RGS4","","","active"
"CHEMBL75967","PENTACHLOROPHENOL","HPGD","","","Active"
"CHEMBL261557","TYRPHOSTIN AG-835","HSD17B10","","","Active"
"CHEMBL74189","3,4,5-TRIM-4'-MTS","CYP1A2","22863525","","Active"
"CHEMBL600734","GNF-PF-1644","ATXN2","","","active"
"CHEMBL1887067","NALED","AR","","","active"
"CHEMBL486598","EVODIAMINE","TOP1","22867019","","Active"
"CHEMBL866","MYCOPHENOLIC ACID","AR","","","active"
"CHEMBL484640","NSC-180246","POLB","","","active"
"CHEMBL528791","TCMDC-125142","SLC5A7","","","active"
"CHEMBL92401","IPRONIAZID","CYP2C9","22931300","","Active"
"CHEMBL1173445","LARGAZOLE","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9","21420302","","Active"
"CHEMBL50894","ALSTERPAULLONE","CHEK2","","","active"
"CHEMBL1997335","DNDI1417467","MAP4K2","","","active"
"CHEMBL221753","BENZETHONIUM CHLORIDE","KCNH2","","","active"
"CHEMBL478324","BAS-8770954","KDM4A","","","Active"
"CHEMBL127579","2-STYRYL-QUINOLINE","NFE2L2","","","active"
"CHEMBL1945130","TENOVIN-6","SIRT2","22304848","","Active"
"CHEMBL321248","NSC-7861","GDA","20716488","","Active"
"CHEMBL1590","PSEUDOEPHEDRINE","THPO","","","Active"
"CHEMBL2153191","AZD-4017","AGTR2","22691057","","Active"
"CHEMBL528791","TCMDC-125142","IDH1","","","active"
"CHEMBL56","8-OH-DPAT","EHMT2","","","Active"
"CHEMBL1594640","MMV396705","ALDH1A1","","","Active"
"CHEMBL206031","BRECANAVIR","ABCB1","17664327","","Active"
"CHEMBL108829","2-PHENYLPHENOL","ALDH1A1","","","Active"
"CHEMBL466465","TOSYL-L-LYSINE CHLOROMETHYL KETONE","EHMT2","","","Active"
"CHEMBL514409","HESPERADIN","PTK2B","19035792","inhibition","Active"
"CHEMBL508338","THIOMERSAL","HPGD","","","Active"
"CHEMBL51483","GOSSYPOL","TP53","","","Active"
"CHEMBL1256661","PROPIONYLPROMAZINE HYDROCHLORIDE","GLP1R","","","active"
"CHEMBL511","PYRILAMINE","KCNH2","","","active"
"CHEMBL252716","BERKELEYTRIONE","CASP1","17970594","","Active"
"CHEMBL600734","GNF-PF-1644","MAPT","","","Active"
"CHEMBL504256","FANGCHINOLINE","ATXN2","","","active"
"CHEMBL1358662","DEXPROPRANOLOL HYDROCHLORIDE","KCNH2","","","active"
"CHEMBL487356","DNDI1417739","IDH1","","","active"
"CHEMBL272195","EPIANDROSTERONE","TARDBP","","","active"
"CHEMBL1214274","NSC-45382","CYP1A2","","","Active"
"CHEMBL609606","GNF-PF-3716","MAPT","","","Active"
"CHEMBL1388703","NSC-50690","APOBEC3A","","","Active"
"CHEMBL473735","CID 893238","SMN1, SMN2","","","Active"
"CHEMBL1082607","SALMETEROL XINAFOATE","TP53","","","Active"
"CHEMBL295698","KETOCONAZOLE","NFE2L2","","","active"
"CHEMBL1708","PAROXETINE HYDROCHLORIDE","ATXN2","","","active"
"CHEMBL482967","CYC-116","HIPK4","","","active"
"CHEMBL452477","2,4,6-TRIHYDROXYACETOPHENONE","CYP3A4","","","Active"
"CHEMBL528694","SJ000113257","NPSR1","","","Active"
"CHEMBL602718","SJ000128325","BAZ2B","","","Active"
"CHEMBL24983","3,4-DICHLOROISOCOUMARIN","MPHOSPH8","","","Active"
"CHEMBL378903","BAS-0338868","SENP6","","","Active"
"CHEMBL2332352","ARGENTEOSIDE A","HSP90AA1","23362862","","Active"
"CHEMBL504760","CAMPHOR","ESR1","","","active"
"CHEMBL340807","HARMALINE","RECQL","","","active"
"CHEMBL1829173","AMG-837","FFAR1","","","Active"
"CHEMBL514201","TALMAPIMOD","MAPK14","19195885","","Active"
"CHEMBL104264","H89","EHMT2","","","Active"
"CHEMBL148831","2-(2-HYDROXYBENZYL)PHENOL","PRDX5","26492576","","Active"
"CHEMBL1201264","METHANTHELINE","CYP2D6","","","Active"
"CHEMBL187460","CRYPTOTANSHINONE","USP1","","","active"
"CHEMBL592600","SJ000032151","PAX8","","","active"
"CHEMBL113262","METHOXYARACHIDONOYL FLUOROPHOSPHONATE","VDR","","","active"
"CHEMBL479","THIORIDAZINE","PPARD","","","active"
"CHEMBL1402420","PIFEXOLE","NFE2L2","","","active"
"CHEMBL1088184","DIBUTYLDICHLOROSTANNANE","NR3C1","","","active"
"CHEMBL401844","NSC-270718","ADCY9","18630896","","Active"
"CHEMBL154580","ZM-449829","TP53","","","Active"
"CHEMBL553","ERLOTINIB","FLT1","","","active"
"CHEMBL486005","ISOCEPHAELINE","HIF1A","15974627","","Active"
"CHEMBL16121","DODECYL GALLATE","AR","","","active"
"CHEMBL482967","CYC-116","NTRK3","","","active"
"CHEMBL1201218","CEFAMANDOLE NAFATE","GLS","","","active"
"CHEMBL286494","HYPERICIN","ALOX15B","","","Active"
"CHEMBL310871","L-694458","ELANE","17535802","","Active"
"CHEMBL1437","NOREPINEPHRINE","DRD1","","","Active"
"CHEMBL522892","DOVITINIB","ACVR1","","","active"
"CHEMBL506569","LANATOSIDE C","SMAD3","","","active"
"CHEMBL302449","GO-6976","RPS6KA3","","","active"
"CHEMBL15192","BETA-LAPACHONE","POLI","","","active"
"CHEMBL19224","PAPAVERINE","CREBBP","","","Active"
"CHEMBL223360","LINIFANIB","FLT3","","","active"
"CHEMBL1417019","MITOXANTRONE DIHYDROCHLORIDE","BLM","","","Active"
"CHEMBL306147","GNF-PF-4997","AR","","","active"
"CHEMBL1079460","LY-367265","IDH1","","","active"
"CHEMBL21241","GW7647","CYP2C9","","","Active"
"CHEMBL589245","SJ000113107","KDM4A","","","Active"
"CHEMBL1475","TRIOXSALEN","CYP1A2","","","Active"
"CHEMBL601439","5-OME-UTP","P2RY4","20095577","","Active"
"CHEMBL429405","SARCOLYSIN","KDM4E","","","Active"
"CHEMBL429095","NSC-95397","NFE2L2","","","Active"
"CHEMBL591404","SJ000160630","UBE2N","","","Active"
"CHEMBL267345","AMPHOTERICIN B","TNF","","","active"
"CHEMBL1476898","CADMIUM ACETATE","APEX1","","","active"
"CHEMBL225519","PHA-767491","PRKD3","","","active"
"CHEMBL1516890","GW441756X","CLK2","","","active"
"CHEMBL459016","GENIPIN","EGR1","26283511","","Active"
"CHEMBL591598","SJ000202381","GLP1R","","","active"
"CHEMBL1180","O-DEMETHYLATED ADAPALENE","CYP3A4","","","Active"
"CHEMBL471225","NSC-117079","CYP2C19","","","Active"
"CHEMBL78257","TYRPHOSTIN 51","KDM4A","","","Active"
"CHEMBL334255","CETYLPYRIDINIUM BROMIDE","NFE2L2","","","active"
"CHEMBL1256361","IPRONIAZID PHOSPHATE","EHMT2","","","Active"
"CHEMBL469424","ASTERRIC ACID","APEX1","","","active"
"CHEMBL255044","FLUPIRTINE","RGS4","","","active"
"CHEMBL1617","RIFAXIMIN","NR1I2","21141967","","Active"
"CHEMBL415879","PHENANTHROLINE","HTT","","","Active"
"CHEMBL56393","AG-538","APEX1","","","Active"
"CHEMBL1790006","TOLONIUM CHLORIDE","MAPT","","","Active"
"CHEMBL536166","TCMDC-125606","NFE2L2","","","Active"
"CHEMBL107","COLCHICINE","AR","","","active"
"CHEMBL1997335","DNDI1417467","ROCK1","","","active"
"CHEMBL271023","RO-106-9920","USP1","","","active"
"CHEMBL2110360","SB-568849","MCHR1, MCHR2","16839761","","Active"
"CHEMBL16","PHENYTOIN","AQP4","18572411","","Active"
"CHEMBL482050","ALPHA,BETA-DEHYDROCURVULARIN","ATAD5","","","Active"
"CHEMBL353764","NSC-339578","RAD54L","","","active"
"CHEMBL1307453","DNDI1417447","BAZ2B","","","Active"
"CHEMBL372629","HTS-05057","NPC1","","","Active"
"CHEMBL1980391","RG-1530","NTRK1","","","active"
"CHEMBL16312","4'-METHOXYFLAVONE","CYP3A4","","","Active"
"CHEMBL1488393","5,7-DIHYDROXYISOFLAVONE","VDR","","","active"
"CHEMBL491473","CEDIRANIB","FGFR3","","","active"
"CHEMBL519873","PYRACLOSTROBIN","AR","","","active"
"CHEMBL155265","DNQX","FASN","","","active"
"CHEMBL106525","TCMDC-123912","FEN1","","","active"
"CHEMBL44657","ETOPOSIDE","TOP2A","24931277","","Active"
"CHEMBL210868","AURIN","GLP1R","","","active"
"CHEMBL802","MINOXIDIL","CYP2C9","22931300","","Active"
"CHEMBL595","PIOGLITAZONE","PPARG","21030263","","Active"
"CHEMBL226335","RUTIN","POLB","","","Active"
"CHEMBL118678","NSC-677438","WRN","","","active"
"CHEMBL1442783","DNDI1417809","ALDH1A1","","","Active"
"CHEMBL472646","MORONIC ACID","NPSR1","","","Active"
"CHEMBL590186","SJ000147784","BAZ2B","","","Active"
"CHEMBL1621597","IPRATROPIUM","CYP2C9","22931300","","Active"
"CHEMBL477052","GO-Y015","JUN","21504179","","Active"
"CHEMBL36654","ROEMERINE","RAB9A","","","Active"
"CHEMBL1967878","CENISERTIB","LTK","","","active"
"CHEMBL172988","2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-PENTADECAFLUORO-OCTANOIC ACID","NFE2L2","","","active"
"CHEMBL493636","SULFANITRAN","GBA","","","Active"
"CHEMBL2062862","REL-8ALPHA-TIGLOYLOXYHIRSUTINOLIDE","STAT3","26331426","","Active"
"CHEMBL1374101","POTASSIUM DICHROMATE ","APEX1","","","active"
"CHEMBL683","CLOFIBRIC ACID","CYP2D6","","","Active"
"CHEMBL1479103","HAEMATOXYLIN","BAZ2B","","","Active"
"CHEMBL1200792","FLUPHENAZINE HYDROCHLORIDE","RAD52","","","active"
"CHEMBL51483","GOSSYPOL","GAA","","","Active"
"CHEMBL26","SULPIRIDE","CYP2D6","22931300","","Active"
"CHEMBL1269809","BENZOPHENONE-THIOSEMICARBAZONE","TARDBP","","","active"
"CHEMBL1117","IDARUBICIN","MTOR","","","Active"
"CHEMBL78150","TYRPHOSTIN A9","TSHR","","","Active"
"CHEMBL1416084","PROPARGITE","RXRA","","","active"
"CHEMBL72","DESIPRAMINE","CYP2D6","","","Active"
"CHEMBL1454910","NITROXOLINE","HTT","","","Active"
"CHEMBL1433292","QUINALDINE BLUE","THRB","","","Active"
"CHEMBL192627","CHLORANIL","PPARD","","","active"
"CHEMBL86304","MOCLOBEMIDE","AR","","","active"
"CHEMBL50894","ALSTERPAULLONE","PLK4","","","active"
"CHEMBL146525","ACRIDIN-1-YLAMINE","ERG","","","active"
"CHEMBL88147","MRS-1220","CYP2D6","","","Active"
"CHEMBL189353","GW809897X","YES1","","","active"
"CHEMBL1366408","CARMINE","POLI","","","active"
"CHEMBL86464","TCMDC-139459","GLP1R","","","active"
"CHEMBL280998","CATECHOL","EHMT2","","","Active"
"CHEMBL506569","LANATOSIDE C","NFE2L2","","","Active"
"CHEMBL16312","4'-METHOXYFLAVONE","RAB9A","","","Active"
"CHEMBL22","TRIMETHOPRIM","CYP3A4","","","Active"
"CHEMBL581152","TCMDC-125298","ATXN2","","","active"
"CHEMBL1688556","NSC-1010","HSP90AA1","","","active"
"CHEMBL1910971","O-CL-AMIDINE","PADI2","21882827","","Active"
"CHEMBL778","DEXMEDETOMIDINE","CYP2C9","","","Active"
"CHEMBL1879463","DACTOLISIB","MAP4K2","","","active"
"CHEMBL586061","TCMDC-123904","NFE2L2","","","Active"
"CHEMBL295416","PIRINIXIC ACID","PPARA","25497132","","Active"
"CHEMBL509617","RESACTIN A","NR2F2","","","active"
"CHEMBL1438439","IRIGENOL","RECQL","","","Active"
"CHEMBL1095699","AZASERINE","AR","","","active"
"CHEMBL136344","NSC-638080","KDM4A","","","Active"
"CHEMBL601970","GNF-PF-5217","NFE2L2","","","Active"
"CHEMBL1437","NOREPINEPHRINE","VDR","","","active"
"CHEMBL491960","CAMBINOL","CBX1","","","Active"
"CHEMBL289277","EMODIN","RORC","","","active"
"CHEMBL29197","PD-153035","CYP2C19","","","Active"
"CHEMBL191003","JNJ-7706621","CLK2","","","active"
"CHEMBL67535","AG-537","CYP3A4","","","Active"
"CHEMBL410683","GUGGULSTERONE","NFE2L2","","","active"
"CHEMBL1528531","PHOSALONE","NFE2L2","","","active"
"CHEMBL1449187","3,7-DIMETHOXYFLAVONE","HSD17B10","","","Active"
"CHEMBL225519","PHA-767491","RPS6KA5","","","active"
"CHEMBL1261","CITRIC ACID","ALDH1A1","","","Active"
"CHEMBL1893913","IODOCARB","AR","","","active"
"CHEMBL590919","MMV665817","IDH1","","","active"
"CHEMBL1509103","DNDI1383301","GMNN","","","active"
"CHEMBL325109","CLEBOPRIDE","CYP2D6","","","Active"
"CHEMBL52","NORDIHYDROGUAIARETIC ACID","TP53","","","Active"
"CHEMBL1201074","THIETHYLPERAZINE MALATE","RAD52","","","active"
"CHEMBL201325","2-(3,4-METHYLENEDIOXYPHENYL)BENZOTHIAZOLE","ATAD5","","","Active"
"CHEMBL289277","EMODIN","THPO","","","Active"
"CHEMBL123","ELLIPTECINE","CYP2C19","","","Active"
"CHEMBL169233","2-AMINOETHOXYDIPHENYL BORATE","VDR","","","active"
"CHEMBL1489812","NSC-108783","KDM4C","","","Active"
"CHEMBL242080","E319","AR","","","active"
"CHEMBL486696","DOMIPHEN BROMIDE","KCNH2","","","active"
"CHEMBL406845","AG-1879","PDGFRB","","","active"
"CHEMBL319244","CAFFEIC ACID PHENETHYL ESTER","HSD17B10","","","Active"
"CHEMBL1235157","PENTABROMOPHENOL","RAPGEF4","","","active"
"CHEMBL8659","OLEIC ACID","HSD17B10","","","Active"
"CHEMBL1588","THIAMINE CHLORIDE","NFE2L2","","","Active"
"CHEMBL172439","SLAZINIC ACID","KDM4A","","","Active"
"CHEMBL599100","MMV666022","NFE2L2","","","Active"
"CHEMBL1161","MOMETASONE FUROATE","NFE2L2","","","active"
"CHEMBL474260","CARMINOMYCIN","THRB","","","Active"
"CHEMBL1969664","AZD-1080","CLK4","","","active"
"CHEMBL77098","3-HYDROXY-3',4'-DIMETHOXYFLAVONE","CYP3A4","","","Active"
"CHEMBL591834","SJ000001592","MITF","","","Active"
"CHEMBL419564","DINITRO CRESOL","NFE2L2","","","active"
"CHEMBL15511","ENROFLOXACIN","EHMT2","","","Active"
"CHEMBL257748","DIETHYL-2-TETRADECYLIDENEMALONATE","EP300","21292492","","Active"
"CHEMBL172064","E324","CYP3A4","","","Active"
"CHEMBL454746","CLADRIN","HSD17B10","","","Active"
"CHEMBL1771","CLOPIDOGREL","CYP3A4, CYP3A5","","","Active"
"CHEMBL380648","KU-0058948","PARP1","19354255","","Active"
"CHEMBL585999","GNF-PF-4542","BAZ2B","","","Active"
"CHEMBL1421","DASATINIB","TEC","17684099","","Active"
"CHEMBL469309","NSC-49789","CYP2C19","","","Active"
"CHEMBL1256291","RO-410960","ARSA","","","active"
