entrez_gene_symbol	gene_long_name	category_sources	category
TAS2R31 	taste receptor, type 2, member 31 	GO, dGene	G PROTEIN COUPLED RECEPTOR
TAS2R38 	taste receptor, type 2, member 38 	GO, dGene	G PROTEIN COUPLED RECEPTOR
TAS2R39 	taste receptor, type 2, member 39 	GO, dGene	G PROTEIN COUPLED RECEPTOR
TAS2R4 	taste receptor, type 2, member 4 	GO, dGene	G PROTEIN COUPLED RECEPTOR
TAS2R40 	taste receptor, type 2, member 40 	GO, dGene	G PROTEIN COUPLED RECEPTOR
TAS2R41 	taste receptor, type 2, member 41 	GO, dGene	G PROTEIN COUPLED RECEPTOR
TAS2R42 	taste receptor, type 2, member 42 	GO, dGene	G PROTEIN COUPLED RECEPTOR
TAS2R43 	taste receptor, type 2, member 43 	GO, dGene	G PROTEIN COUPLED RECEPTOR
TAS2R45 	taste receptor, type 2, member 45 	GO, dGene	G PROTEIN COUPLED RECEPTOR
TAS2R46 	taste receptor, type 2, member 46 	GO, dGene	G PROTEIN COUPLED RECEPTOR
TAS2R5 	taste receptor, type 2, member 5 	GO, dGene	G PROTEIN COUPLED RECEPTOR
TAS2R50 	taste receptor, type 2, member 50 	GO, dGene	G PROTEIN COUPLED RECEPTOR
TAS2R60 	taste receptor, type 2, member 60 	GO, dGene	G PROTEIN COUPLED RECEPTOR
TAS2R7 	taste receptor, type 2, member 7 	GO, dGene	G PROTEIN COUPLED RECEPTOR
TAS2R8 	taste receptor, type 2, member 8 	GO, dGene	G PROTEIN COUPLED RECEPTOR
TAS2R9 	taste receptor, type 2, member 9 	GO, dGene	G PROTEIN COUPLED RECEPTOR
TASP1 	taspase, threonine aspartase, 1 	GO, dGene	PROTEASE
TBC1D23 	TBC1 domain family, member 23 	HopkinsGroom	DRUGGABLE GENOME
TBCK 	TBC1 domain containing kinase 	GO	KINASE
TBCK 	TBC1 domain containing kinase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TBCK 	TBC1 domain containing kinase 	dGene	SERINE THREONINE KINASE
TBK1 	TANK-binding kinase 1 	GO	KINASE
TBK1 	TANK-binding kinase 1 	GO, dGene	SERINE THREONINE KINASE
TBK1 	TANK-binding kinase 1 	RussLampel	DRUGGABLE GENOME
TBL1X 	transducin (beta)-like 1X-linked 	GO	TRANSCRIPTION FACTOR BINDING
TBP 	TATA box binding protein 	GO	TRANSCRIPTION FACTOR BINDING
TBP 	TATA box binding protein 	GO	TRANSCRIPTION FACTOR COMPLEX
TBPL1 	TBP-like 1 	GO	TRANSCRIPTION FACTOR COMPLEX
TBRG1 	transforming growth factor beta regulator 1 	GO	TUMOR SUPPRESSOR
TBRG4 	transforming growth factor beta regulator 4 	GO	KINASE
TBRG4 	transforming growth factor beta regulator 4 	GO	TUMOR SUPPRESSOR
TBX2 	T-box 2 	GO	TRANSCRIPTION FACTOR COMPLEX
TBX20 	T-box 20 	GO	TRANSCRIPTION FACTOR BINDING
TBX3 	T-box 3 	GO	TUMOR SUPPRESSOR
TBX5 	T-box 5 	GO	TRANSCRIPTION FACTOR BINDING
TBX5 	T-box 5 	GO	TRANSCRIPTION FACTOR COMPLEX
TBXA2R 	thromboxane A2 receptor 	GO	DRUG RESISTANCE
TBXA2R 	thromboxane A2 receptor 	GO, HopkinsGroom, dGene	G PROTEIN COUPLED RECEPTOR
TBXA2R 	thromboxane A2 receptor 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TBXAS1 	thromboxane A synthase 1 (platelet) 	HopkinsGroom	CYTOCHROME P450
TBXAS1 	thromboxane A synthase 1 (platelet) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TCEA1 	transcription elongation factor A (SII), 1 	GO	DNA REPAIR
TCERG1 	transcription elongation regulator 1 	GO	TRANSCRIPTION FACTOR BINDING
TCF12 	transcription factor 12 	GO	TRANSCRIPTION FACTOR COMPLEX
TCF21 	transcription factor 21 	GO	TRANSCRIPTION FACTOR BINDING
TCF3 	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47) 	GO	DRUG RESISTANCE
TCF3 	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47) 	GO	HISTONE MODIFICATION
TCF3 	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47) 	GO	TRANSCRIPTION FACTOR BINDING
TCF3 	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47) 	GO	TRANSCRIPTION FACTOR COMPLEX
TCF3 	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47) 	GO	TUMOR SUPPRESSOR
TCF4 	transcription factor 4 	GO	TRANSCRIPTION FACTOR BINDING
TCF4 	transcription factor 4 	GO	TRANSCRIPTION FACTOR COMPLEX
TCF7 	transcription factor 7 (T-cell specific, HMG-box) 	GO	TRANSCRIPTION FACTOR COMPLEX
TCF7L1 	transcription factor 7-like 1 (T-cell specific, HMG-box) 	GO	TRANSCRIPTION FACTOR COMPLEX
TCF7L2 	transcription factor 7-like 2 (T-cell specific, HMG-box) 	GO	TRANSCRIPTION FACTOR BINDING
TCF7L2 	transcription factor 7-like 2 (T-cell specific, HMG-box) 	GO	TRANSCRIPTION FACTOR COMPLEX
TCF7L2 	transcription factor 7-like 2 (T-cell specific, HMG-box) 	GO	TUMOR SUPPRESSOR
TCIRG1 	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3 	GO	TRANSPORTER
TCOF1 	Treacher Collins-Franceschetti syndrome 1 	GO	TRANSPORTER
TDG 	thymine-DNA glycosylase 	GO	DNA REPAIR
TDGF1 	teratocarcinoma-derived growth factor 1 	GO	CELL SURFACE
TDGF1 	teratocarcinoma-derived growth factor 1 	GO	GROWTH FACTOR
TDGF1P3 	teratocarcinoma-derived growth factor 1 pseudogene 3 	GO	GROWTH FACTOR
TDP1 	tyrosyl-DNA phosphodiesterase 1 	GO	DNA REPAIR
TDP2 	tyrosyl-DNA phosphodiesterase 2 	GO	DNA REPAIR
TDP2 	tyrosyl-DNA phosphodiesterase 2 	RussLampel	DRUGGABLE GENOME
TEAD2 	TEA domain family member 2 	GO	TRANSCRIPTION FACTOR COMPLEX
TEAD3 	TEA domain family member 3 	GO	TRANSCRIPTION FACTOR COMPLEX
TEC 	tec protein tyrosine kinase 	GO, HopkinsGroom	KINASE
TEC 	tec protein tyrosine kinase 	GO, dGene	TYROSINE KINASE
TEC 	tec protein tyrosine kinase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TEK 	TEK tyrosine kinase, endothelial 	GO	CELL SURFACE
TEK 	TEK tyrosine kinase, endothelial 	GO, HopkinsGroom	KINASE
TEK 	TEK tyrosine kinase, endothelial 	GO, dGene	TYROSINE KINASE
TEK 	TEK tyrosine kinase, endothelial 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TENC1 	tensin like C1 domain containing phosphatase (tensin 2) 	GO	PROTEIN PHOSPHATASE
TENC1 	tensin like C1 domain containing phosphatase (tensin 2) 	dGene	PTEN FAMILY
TEP1 	telomerase-associated protein 1 	GO	RNA DIRECTED DNA POLYMERASE
TERF1 	telomeric repeat binding factor (NIMA-interacting) 1 	GO	DRUG RESISTANCE
TERF1 	telomeric repeat binding factor (NIMA-interacting) 1 	GO	TUMOR SUPPRESSOR
TERF2IP 	telomeric repeat binding factor 2, interacting protein 	GO	DNA REPAIR
TERT 	telomerase reverse transcriptase 	GO	RNA DIRECTED DNA POLYMERASE
TERT 	telomerase reverse transcriptase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TESK1 	testis-specific kinase 1 	GO	TYROSINE KINASE
TESK1 	testis-specific kinase 1 	GO, HopkinsGroom	KINASE
TESK1 	testis-specific kinase 1 	GO, dGene	SERINE THREONINE KINASE
TESK1 	testis-specific kinase 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TESK2 	testis-specific kinase 2 	GO	TYROSINE KINASE
TESK2 	testis-specific kinase 2 	GO, HopkinsGroom	KINASE
TESK2 	testis-specific kinase 2 	GO, dGene	SERINE THREONINE KINASE
TESK2 	testis-specific kinase 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TEX13A 	testis expressed 13A 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TEX14 	testis expressed 14 	GO	TUMOR SUPPRESSOR
TEX14 	testis expressed 14 	GO, HopkinsGroom	KINASE
TEX14 	testis expressed 14 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TEX14 	testis expressed 14 	dGene	TYROSINE KINASE
TEX15 	testis expressed 15 	GO	DNA REPAIR
TFAP2B 	transcription factor AP-2 beta (activating enhancer binding protein 2 beta) 	GO	PROTEASE INHIBITOR
TFAP2D 	transcription factor AP-2 delta (activating enhancer binding protein 2 delta) 	GO	TRANSCRIPTION FACTOR COMPLEX
TFAP4 	transcription factor AP-4 (activating enhancer binding protein 4) 	GO	TUMOR SUPPRESSOR
TFDP1 	transcription factor Dp-1 	GO	TRANSCRIPTION FACTOR BINDING
TFDP1 	transcription factor Dp-1 	GO	TRANSCRIPTION FACTOR COMPLEX
TFDP2 	transcription factor Dp-2 (E2F dimerization partner 2) 	GO	TRANSCRIPTION FACTOR BINDING
TFDP2 	transcription factor Dp-2 (E2F dimerization partner 2) 	GO	TRANSCRIPTION FACTOR COMPLEX
TFDP3 	transcription factor Dp family, member 3 	GO	TRANSCRIPTION FACTOR COMPLEX
TFEB 	transcription factor EB 	GO	TRANSCRIPTION FACTOR COMPLEX
TFF1 	trefoil factor 1 	GO	GROWTH FACTOR
TFPI 	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor) 	GO, dGene	PROTEASE INHIBITOR
TFPI2 	tissue factor pathway inhibitor 2 	GO, dGene	PROTEASE INHIBITOR
TFPT 	TCF3 (E2A) fusion partner (in childhood Leukemia) 	GO	DNA REPAIR
TFR2 	transferrin receptor 2 	GO	PROTEASE
TFRC 	transferrin receptor (p90, CD71) 	GO, dGene	PROTEASE
TG 	thyroglobulin 	GO	HORMONE ACTIVITY
TG 	thyroglobulin 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TGFA 	transforming growth factor, alpha 	GO	CELL SURFACE
TGFA 	transforming growth factor, alpha 	GO	DRUG RESISTANCE
TGFA 	transforming growth factor, alpha 	GO	GROWTH FACTOR
TGFA 	transforming growth factor, alpha 	GO	KINASE
TGFA 	transforming growth factor, alpha 	GO	TUMOR SUPPRESSOR
TGFB1 	transforming growth factor, beta 1 	GO	CELL SURFACE
TGFB1 	transforming growth factor, beta 1 	GO	DRUG RESISTANCE
TGFB1 	transforming growth factor, beta 1 	GO	GROWTH FACTOR
TGFB1 	transforming growth factor, beta 1 	GO	HISTONE MODIFICATION
TGFB1 	transforming growth factor, beta 1 	GO	TUMOR SUPPRESSOR
TGFB2 	transforming growth factor, beta 2 	GO	CELL SURFACE
TGFB2 	transforming growth factor, beta 2 	GO	DRUG RESISTANCE
TGFB2 	transforming growth factor, beta 2 	GO	GROWTH FACTOR
TGFB2 	transforming growth factor, beta 2 	GO	KINASE
TGFB2 	transforming growth factor, beta 2 	GO	SERINE THREONINE KINASE
TGFB2 	transforming growth factor, beta 2 	GO	TUMOR SUPPRESSOR
TGFB3 	transforming growth factor, beta 3 	GO	CELL SURFACE
TGFB3 	transforming growth factor, beta 3 	GO	GROWTH FACTOR
TGFBR1 	transforming growth factor, beta receptor 1 	GO	KINASE
TGFBR1 	transforming growth factor, beta receptor 1 	GO	TUMOR SUPPRESSOR
TGFBR1 	transforming growth factor, beta receptor 1 	GO, dGene	SERINE THREONINE KINASE
TGFBR1 	transforming growth factor, beta receptor 1 	RussLampel	DRUGGABLE GENOME
TGFBR2 	transforming growth factor, beta receptor II (70/80kDa) 	GO	CELL SURFACE
TGFBR2 	transforming growth factor, beta receptor II (70/80kDa) 	GO	DRUG RESISTANCE
TGFBR2 	transforming growth factor, beta receptor II (70/80kDa) 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
TGFBR2 	transforming growth factor, beta receptor II (70/80kDa) 	GO	KINASE
TGFBR2 	transforming growth factor, beta receptor II (70/80kDa) 	GO, dGene	SERINE THREONINE KINASE
TGFBR2 	transforming growth factor, beta receptor II (70/80kDa) 	RussLampel	DRUGGABLE GENOME
TGFBR3 	transforming growth factor, beta receptor III 	GO	CELL SURFACE
TGFBR3 	transforming growth factor, beta receptor III 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
TGFBR3 	transforming growth factor, beta receptor III 	GO	KINASE
TGFBR3 	transforming growth factor, beta receptor III 	GO	SERINE THREONINE KINASE
TGIF1 	TGFB-induced factor homeobox 1 	GO	DRUG RESISTANCE
TGM1 	transglutaminase 1 (K polypeptide epidermal type I, protein-glutamine-gamma-glutamyltransferase) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TGM2 	transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TGM3 	transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TGM4 	transglutaminase 4 (prostate) 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TGM5 	transglutaminase 5 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TGM6 	transglutaminase 6 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TGM7 	transglutaminase 7 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TH 	tyrosine hydroxylase 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
THAP1 	THAP domain containing, apoptosis associated protein 1 	GO	TUMOR SUPPRESSOR
THAP5 	THAP domain containing 5 	GO	TUMOR SUPPRESSOR
THBD 	thrombomodulin 	GO	CELL SURFACE
THBS1 	thrombospondin 1 	GO	CELL SURFACE
THBS1 	thrombospondin 1 	GO	DRUG RESISTANCE
THBS1 	thrombospondin 1 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
THBS1 	thrombospondin 1 	GO	TUMOR SUPPRESSOR
THBS4 	thrombospondin 4 	GO	GROWTH FACTOR
THNSL1 	threonine synthase-like 1 (S. cerevisiae) 	GO	KINASE
THOP1 	thimet oligopeptidase 1 	GO	NEUTRAL ZINC METALLOPEPTIDASE
THOP1 	thimet oligopeptidase 1 	GO, dGene	PROTEASE
THOP1 	thimet oligopeptidase 1 	RussLampel	DRUGGABLE GENOME
THPO 	thrombopoietin 	GO	GROWTH FACTOR
THPO 	thrombopoietin 	GO	HORMONE ACTIVITY
THRA 	thyroid hormone receptor, alpha 	GO	TRANSCRIPTION FACTOR BINDING
THRA 	thyroid hormone receptor, alpha 	GO, HopkinsGroom, dGene	NUCLEAR HORMONE RECEPTOR
THRA 	thyroid hormone receptor, alpha 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
THRAP3 	thyroid hormone receptor associated protein 3 	GO	TRANSCRIPTION FACTOR BINDING
THRB 	thyroid hormone receptor, beta 	GO, HopkinsGroom, dGene	NUCLEAR HORMONE RECEPTOR
THRB 	thyroid hormone receptor, beta 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
THSD4 	thrombospondin, type I, domain containing 4 	GO	NEUTRAL ZINC METALLOPEPTIDASE
THSD4 	thrombospondin, type I, domain containing 4 	GO	PROTEASE
THY1 	Thy-1 cell surface antigen 	GO	CELL SURFACE
THY1 	Thy-1 cell surface antigen 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
TICRR 	TOPBP1-interacting checkpoint and replication regulator 	GO	DNA REPAIR
TICRR 	TOPBP1-interacting checkpoint and replication regulator 	GO	TUMOR SUPPRESSOR
TIE1 	tyrosine kinase with immunoglobulin-like and EGF-like domains 1 	GO, HopkinsGroom	KINASE
TIE1 	tyrosine kinase with immunoglobulin-like and EGF-like domains 1 	GO, dGene	TYROSINE KINASE
TIE1 	tyrosine kinase with immunoglobulin-like and EGF-like domains 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TIGIT 	T cell immunoreceptor with Ig and ITIM domains 	GO	CELL SURFACE
TIMELESS 	timeless homolog (Drosophila) 	GO	TUMOR SUPPRESSOR
TIMM10 	translocase of inner mitochondrial membrane 10 homolog (yeast) 	GO	TRANSPORTER
TIMM17A 	translocase of inner mitochondrial membrane 17 homolog A (yeast) 	GO	TRANSPORTER
TIMM17B 	translocase of inner mitochondrial membrane 17 homolog B (yeast) 	GO	TRANSPORTER
TIMM22 	translocase of inner mitochondrial membrane 22 homolog (yeast) 	GO	TRANSPORTER
TIMM23 	translocase of inner mitochondrial membrane 23 homolog (yeast) 	GO	TRANSPORTER
TIMM23B 	translocase of inner mitochondrial membrane 23 homolog B (yeast) 	GO	TRANSPORTER
TIMM44 	translocase of inner mitochondrial membrane 44 homolog (yeast) 	GO	TRANSPORTER
TIMM50 	translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae) 	GO	PROTEIN PHOSPHATASE
TIMM9 	translocase of inner mitochondrial membrane 9 homolog (yeast) 	GO	TRANSPORTER
TIMP1 	TIMP metallopeptidase inhibitor 1 	GO, dGene	PROTEASE INHIBITOR
TIMP2 	TIMP metallopeptidase inhibitor 2 	GO	CELL SURFACE
TIMP2 	TIMP metallopeptidase inhibitor 2 	GO, dGene	PROTEASE INHIBITOR
TIMP3 	TIMP metallopeptidase inhibitor 3 	GO, dGene	PROTEASE INHIBITOR
TIMP4 	TIMP metallopeptidase inhibitor 4 	GO	DRUG RESISTANCE
TIMP4 	TIMP metallopeptidase inhibitor 4 	GO, dGene	PROTEASE INHIBITOR
TINAG 	tubulointerstitial nephritis antigen 	GO, dGene	PROTEASE
TINAG 	tubulointerstitial nephritis antigen 	RussLampel	DRUGGABLE GENOME
TINAGL1 	tubulointerstitial nephritis antigen-like 1 	GO, dGene	PROTEASE
TINAGL1 	tubulointerstitial nephritis antigen-like 1 	RussLampel	DRUGGABLE GENOME
TIPARP 	TCDD-inducible poly(ADP-ribose) polymerase 	HopkinsGroom	DRUGGABLE GENOME
TIPIN 	TIMELESS interacting protein 	GO	TUMOR SUPPRESSOR
TIPRL 	TIP41, TOR signaling pathway regulator-like (S. cerevisiae) 	GO	TUMOR SUPPRESSOR
TJP2 	tight junction protein 2 	GO	KINASE
TK1 	thymidine kinase 1, soluble 	GO, HopkinsGroom	KINASE
TK1 	thymidine kinase 1, soluble 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TK2 	thymidine kinase 2, mitochondrial 	GO	KINASE
TLE1 	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila) 	GO	TRANSCRIPTION FACTOR BINDING
TLE1 	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila) 	GO	TRANSCRIPTION FACTOR COMPLEX
TLK1 	tousled-like kinase 1 	GO, HopkinsGroom	KINASE
TLK1 	tousled-like kinase 1 	GO, dGene	SERINE THREONINE KINASE
TLK1 	tousled-like kinase 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TLK2 	tousled-like kinase 2 	GO, HopkinsGroom	KINASE
TLK2 	tousled-like kinase 2 	GO, dGene	SERINE THREONINE KINASE
TLK2 	tousled-like kinase 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TLL1 	tolloid-like 1 	GO	NEUTRAL ZINC METALLOPEPTIDASE
TLL1 	tolloid-like 1 	GO, HopkinsGroom, dGene	PROTEASE
TLL1 	tolloid-like 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TLL2 	tolloid-like 2 	GO	NEUTRAL ZINC METALLOPEPTIDASE
TLL2 	tolloid-like 2 	GO, HopkinsGroom, dGene	PROTEASE
TLL2 	tolloid-like 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TLR2 	toll-like receptor 2 	GO	CELL SURFACE
TLR2 	toll-like receptor 2 	GO	DRUG RESISTANCE
TLR2 	toll-like receptor 2 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
TLR3 	toll-like receptor 3 	GO	CELL SURFACE
TLR3 	toll-like receptor 3 	GO	DRUG RESISTANCE
TLR4 	toll-like receptor 4 	GO	CELL SURFACE
TLR4 	toll-like receptor 4 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
TM2D1 	TM2 domain containing 1 	GO	G PROTEIN COUPLED RECEPTOR
TMCO3 	transmembrane and coiled-coil domains 3 	GO	TRANSPORTER
TMCO3 	transmembrane and coiled-coil domains 3 	HopkinsGroom	DRUGGABLE GENOME
TMCO3 	transmembrane and coiled-coil domains 3 	HopkinsGroom	EXCHANGER
TMCO6 	transmembrane and coiled-coil domains 6 	GO	TRANSPORTER
TMEM102 	transmembrane protein 102 	GO	CELL SURFACE
TMEM123 	transmembrane protein 123 	GO	CELL SURFACE
TMEM123 	transmembrane protein 123 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
TMEM161A 	transmembrane protein 161A 	GO	DNA REPAIR
TMEM173 	transmembrane protein 173 	GO	TRANSCRIPTION FACTOR BINDING
TMEM27 	transmembrane protein 27 	GO	NEUTRAL ZINC METALLOPEPTIDASE
TMEM27 	transmembrane protein 27 	GO, dGene	PROTEASE
TMEM37 	transmembrane protein 37 	GO	ION CHANNEL
TMEM37 	transmembrane protein 37 	GO	TRANSPORTER
TMEM38A 	transmembrane protein 38A 	GO	ION CHANNEL
TMEM38A 	transmembrane protein 38A 	GO	TRANSPORTER
TMEM38B 	transmembrane protein 38B 	GO	ION CHANNEL
TMEM38B 	transmembrane protein 38B 	GO	TRANSPORTER
TMEM59 	transmembrane protein 59 	GO	PROTEASE
TMEM67 	transmembrane protein 67 	GO	TUMOR SUPPRESSOR
TMEM68 	transmembrane protein 68 	GO	PHOSPHOLIPASE
TMEM8B 	transmembrane protein 8B 	GO	CELL SURFACE
TMEM8B 	transmembrane protein 8B 	GO	TUMOR SUPPRESSOR
TMLHE 	trimethyllysine hydroxylase, epsilon 	RussLampel	DRUGGABLE GENOME
TMPRSS11A 	transmembrane protease, serine 11A 	GO, HopkinsGroom, dGene	PROTEASE
TMPRSS11A 	transmembrane protease, serine 11A 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TMPRSS11B 	transmembrane protease, serine 11B 	GO, HopkinsGroom, dGene	PROTEASE
TMPRSS11B 	transmembrane protease, serine 11B 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TMPRSS11D 	transmembrane protease, serine 11D 	GO, HopkinsGroom, dGene	PROTEASE
TMPRSS11D 	transmembrane protease, serine 11D 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TMPRSS11E 	transmembrane protease, serine 11E 	GO, HopkinsGroom, dGene	PROTEASE
TMPRSS11E 	transmembrane protease, serine 11E 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TMPRSS11F 	transmembrane protease, serine 11F 	GO, HopkinsGroom, dGene	PROTEASE
TMPRSS11F 	transmembrane protease, serine 11F 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TMPRSS12 	transmembrane (C-terminal) protease, serine 12 	GO, HopkinsGroom, dGene	PROTEASE
TMPRSS12 	transmembrane (C-terminal) protease, serine 12 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TMPRSS13 	transmembrane protease, serine 13 	GO, HopkinsGroom, dGene	PROTEASE
TMPRSS13 	transmembrane protease, serine 13 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TMPRSS15 	transmembrane protease, serine 15 	GO, HopkinsGroom, dGene	PROTEASE
TMPRSS15 	transmembrane protease, serine 15 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TMPRSS2 	transmembrane protease, serine 2 	GO, HopkinsGroom, dGene	PROTEASE
TMPRSS2 	transmembrane protease, serine 2 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TMPRSS3 	transmembrane protease, serine 3 	GO, HopkinsGroom, dGene	PROTEASE
TMPRSS3 	transmembrane protease, serine 3 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TMPRSS4 	transmembrane protease, serine 4 	GO, HopkinsGroom, dGene	PROTEASE
TMPRSS4 	transmembrane protease, serine 4 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TMPRSS5 	transmembrane protease, serine 5 	GO, HopkinsGroom, dGene	PROTEASE
TMPRSS5 	transmembrane protease, serine 5 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TMPRSS6 	transmembrane protease, serine 6 	GO, HopkinsGroom, dGene	PROTEASE
TMPRSS6 	transmembrane protease, serine 6 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TMPRSS7 	transmembrane protease, serine 7 	GO, HopkinsGroom, dGene	PROTEASE
TMPRSS7 	transmembrane protease, serine 7 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TMPRSS9 	transmembrane protease, serine 9 	GO, HopkinsGroom, dGene	PROTEASE
TMPRSS9 	transmembrane protease, serine 9 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TMX1 	thioredoxin-related transmembrane protein 1 	HopkinsGroom	THIOREDOXIN
TMX1 	thioredoxin-related transmembrane protein 1 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TMX2 	thioredoxin-related transmembrane protein 2 	HopkinsGroom	DRUGGABLE GENOME
TMX2 	thioredoxin-related transmembrane protein 2 	HopkinsGroom	THIOREDOXIN
TMX3 	thioredoxin-related transmembrane protein 3 	HopkinsGroom	THIOREDOXIN
TMX3 	thioredoxin-related transmembrane protein 3 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TMX4 	thioredoxin-related transmembrane protein 4 	HopkinsGroom	THIOREDOXIN
TMX4 	thioredoxin-related transmembrane protein 4 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TNC 	tenascin C 	HopkinsGroom	FIBRINOGEN
TNC 	tenascin C 	HopkinsGroom, RussLampel	DRUGGABLE GENOME
TNF 	tumor necrosis factor 	GO	CELL SURFACE
TNF 	tumor necrosis factor 	GO	DRUG RESISTANCE
TNF 	tumor necrosis factor 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
TNF 	tumor necrosis factor 	GO	TUMOR SUPPRESSOR
TNFAIP3 	tumor necrosis factor, alpha-induced protein 3 	GO	PROTEASE INHIBITOR
TNFAIP3 	tumor necrosis factor, alpha-induced protein 3 	GO	TUMOR SUPPRESSOR
TNFAIP3 	tumor necrosis factor, alpha-induced protein 3 	GO, dGene	PROTEASE
TNFAIP8 	tumor necrosis factor, alpha-induced protein 8 	GO	PROTEASE INHIBITOR
TNFAIP8 	tumor necrosis factor, alpha-induced protein 8 	dGene	PROTEASE
TNFRSF10A 	tumor necrosis factor receptor superfamily, member 10a 	GO	TRANSCRIPTION FACTOR BINDING
TNFRSF11A 	tumor necrosis factor receptor superfamily, member 11a, NFKB activator 	GO	CELL SURFACE
TNFRSF11A 	tumor necrosis factor receptor superfamily, member 11a, NFKB activator 	GO	EXTERNAL SIDE OF PLASMA MEMBRANE
TNFRSF11B 	tumor necrosis factor receptor superfamily, member 11b 	GO	DRUG RESISTANCE
TNFRSF12A 	tumor necrosis factor receptor superfamily, member 12A 	GO	CELL SURFACE
TNFRSF13B 	tumor necrosis factor receptor superfamily, member 13B 	GO	CELL SURFACE
